user_id,movie_id,rating,time,location,companion
1057,0088763,4,Weekday,Cinema,Partner
1057,0133093,3,Weekday,Cinema,Partner
1057,1637706,2,Weekend,Cinema,Partner
1057,0378194,4,Weekend,Cinema,Partner
1057,0376541,1,Weekend,Cinema,Partner
1057,0088763,3,Weekend,Cinema,Partner
1057,0133093,5,Weekend,Cinema,Partner
1057,0120912,1,Weekend,Home,Family
1057,3767682,1,Weekend,Home,Family
1057,0362165,1,Weekend,Home,Family
1057,0343660,1,Weekend,Home,Family
1057,0816199,1,Weekend,Home,Family
1057,0120912,1,Weekday,Cinema,Family
1057,3767682,1,Weekday,Cinema,Family
1057,0362165,1,Weekday,Cinema,Family
1057,0343660,1,Weekday,Cinema,Family
1057,0816199,1,Weekday,Cinema,Family
1057,0120912,1,Weekend,Cinema,Family
1057,3767682,1,Weekend,Cinema,Family
1057,0362165,1,Weekend,Cinema,Family
1057,0343660,1,Weekend,Cinema,Family
1057,0816199,1,Weekend,Cinema,Family
1030,0454876,2,Weekday,Home,Alone
1030,3793764,4,Weekday,Home,Alone
1030,0268380,5,Weekday,Home,Alone
1030,0138097,2,Weekday,Home,Alone
1030,3510098,5,Weekday,Home,Alone
1030,0454876,2,Weekday,Cinema,Family
1030,3793764,2,Weekday,Cinema,Family
1030,0268380,5,Weekday,Cinema,Family
1030,0138097,3,Weekday,Cinema,Family
1030,3510098,5,Weekday,Cinema,Family
1030,0454876,5,Weekday,Home,Partner
1030,3793764,2,Weekday,Home,Partner
1030,0268380,3,Weekday,Home,Partner
1030,0138097,5,Weekday,Home,Partner
1030,3510098,3,Weekday,Home,Partner
1030,0993846,1,Weekday,Home,Alone
1030,0110475,1,Weekday,Home,Alone
1030,0993846,1,Weekend,Home,Alone
1030,0110475,1,Weekend,Home,Alone
1030,0993846,1,Weekend,Cinema,Family
1030,0110475,1,Weekend,Cinema,Family
1107,1190080,4,Weekend,Cinema,Alone
1107,1657301,4,Weekend,Cinema,Alone
1107,0413267,3,Weekend,Cinema,Alone
1107,1232829,4,Weekend,Cinema,Alone
1107,1632708,5,Weekend,Cinema,Alone
1107,0120338,5,Weekend,Cinema,Alone
1107,1190080,1,Weekend,Cinema,Partner
1107,1657301,3,Weekend,Cinema,Partner
1107,0413267,1,Weekend,Cinema,Partner
1107,1232829,3,Weekend,Cinema,Partner
1107,1632708,3,Weekend,Cinema,Partner
1107,0120338,2,Weekend,Cinema,Partner
1107,1190080,3,Weekend,Home,Partner
1107,1657301,2,Weekend,Home,Partner
1107,0413267,2,Weekend,Home,Partner
1107,1232829,3,Weekend,Home,Partner
1107,1632708,2,Weekend,Home,Partner
1107,0120338,2,Weekend,Home,Partner
1107,2557490,1,Weekend,Cinema,Alone
1107,1499658,1,Weekend,Cinema,Alone
1107,0343660,2,Weekend,Cinema,Alone
1107,2557490,2,Weekend,Cinema,Partner
1107,1499658,2,Weekend,Cinema,Partner
1107,0343660,2,Weekend,Cinema,Partner
1107,2557490,1,Weekday,Home,Partner
1107,1499658,1,Weekday,Home,Partner
1107,0343660,1,Weekday,Home,Partner
1066,0120912,5,Weekend,Home,Family
1066,1657301,2,Weekend,Home,Family
1066,0211915,1,Weekend,Home,Family
1066,1478338,1,Weekend,Home,Family
1066,0133093,2,Weekend,Home,Family
1066,0120912,5,Weekday,Cinema,Family
1066,1657301,2,Weekday,Cinema,Family
1066,0211915,1,Weekday,Cinema,Family
1066,1478338,1,Weekday,Cinema,Family
1066,0133093,2,Weekday,Cinema,Family
1066,0120912,5,Weekday,Home,Partner
1066,1657301,5,Weekday,Home,Partner
1066,0211915,4,Weekday,Home,Partner
1066,1478338,4,Weekday,Home,Partner
1066,0133093,5,Weekday,Home,Partner
1066,3767682,1,Weekday,Cinema,Family
1066,0232500,1,Weekday,Cinema,Family
1066,0993846,1,Weekday,Cinema,Family
1066,1707386,1,Weekday,Cinema,Family
1066,4052394,2,Weekday,Cinema,Family
1066,3767682,1,Weekend,Cinema,Family
1066,0232500,1,Weekend,Cinema,Family
1066,0993846,1,Weekend,Cinema,Family
1066,1707386,1,Weekend,Cinema,Family
1066,4052394,2,Weekend,Cinema,Family
1066,3767682,1,Weekday,Home,Partner
1066,0232500,1,Weekday,Home,Partner
1066,0993846,1,Weekday,Home,Partner
1066,1707386,2,Weekday,Home,Partner
1066,4052394,2,Weekday,Home,Partner
1122,0319262,3,Weekend,Cinema,Alone
1122,0441773,4,Weekend,Cinema,Alone
1122,2557490,3,Weekend,Cinema,Alone
1122,0120338,5,Weekend,Cinema,Alone
1122,4052394,5,Weekend,Cinema,Alone
1122,0319262,3,Weekday,Cinema,Family
1122,0441773,4,Weekday,Cinema,Family
1122,2557490,3,Weekday,Cinema,Family
1122,0120338,2,Weekday,Cinema,Family
1122,4052394,5,Weekday,Cinema,Family
1122,0319262,5,Weekend,Cinema,Partner
1122,0441773,3,Weekend,Cinema,Partner
1122,2557490,4,Weekend,Cinema,Partner
1122,0120338,5,Weekend,Cinema,Partner
1122,4052394,3,Weekend,Cinema,Partner
1122,0293662,2,Weekend,Cinema,Alone
1122,0147800,2,Weekend,Cinema,Alone
1122,1099212,2,Weekend,Cinema,Alone
1122,0293662,2,Weekday,Cinema,Family
1122,0147800,1,Weekday,Cinema,Family
1122,1099212,1,Weekday,Cinema,Family
1122,0293662,2,Weekend,Cinema,Partner
1122,0147800,1,Weekend,Cinema,Partner
1122,1099212,1,Weekend,Cinema,Partner
1074,0356910,3,Weekday,Cinema,Alone
1074,1657301,5,Weekday,Cinema,Alone
1074,2251227,2,Weekday,Cinema,Alone
1074,0114369,3,Weekday,Cinema,Alone
1074,0993846,4,Weekday,Cinema,Alone
1074,1375666,4,Weekday,Cinema,Alone
1074,0356910,3,Weekday,Cinema,Family
1074,1657301,4,Weekday,Cinema,Family
1074,2251227,1,Weekday,Cinema,Family
1074,0114369,3,Weekday,Cinema,Family
1074,0993846,1,Weekday,Cinema,Family
1074,1375666,4,Weekday,Cinema,Family
1074,0356910,4,Weekday,Cinema,Partner
1074,1657301,3,Weekday,Cinema,Partner
1074,2251227,4,Weekday,Cinema,Partner
1074,0114369,1,Weekday,Cinema,Partner
1074,0993846,1,Weekday,Cinema,Partner
1074,1375666,4,Weekday,Cinema,Partner
1074,0213149,1,Weekend,Home,Alone
1074,0343660,1,Weekend,Home,Alone
1074,1564367,1,Weekend,Home,Alone
1074,1041829,1,Weekend,Home,Alone
1074,0213149,3,Weekend,Cinema,Family
1074,0343660,2,Weekend,Cinema,Family
1074,1564367,1,Weekend,Cinema,Family
1074,1041829,1,Weekend,Cinema,Family
1074,0213149,1,Weekend,Cinema,Partner
1074,0343660,1,Weekend,Cinema,Partner
1074,1564367,1,Weekend,Cinema,Partner
1074,1041829,1,Weekend,Cinema,Partner
1040,0454876,4,Weekend,Cinema,Alone
1040,1657301,4,Weekend,Cinema,Alone
1040,0266543,4,Weekend,Cinema,Alone
1040,1232829,3,Weekend,Cinema,Alone
1040,0111161,4,Weekend,Cinema,Alone
1040,0211915,3,Weekend,Cinema,Alone
1040,0454876,4,Weekend,Cinema,Family
1040,1657301,4,Weekend,Cinema,Family
1040,0266543,5,Weekend,Cinema,Family
1040,1232829,2,Weekend,Cinema,Family
1040,0111161,3,Weekend,Cinema,Family
1040,0211915,2,Weekend,Cinema,Family
1040,0454876,3,Weekday,Cinema,Partner
1040,1657301,5,Weekday,Cinema,Partner
1040,0266543,4,Weekday,Cinema,Partner
1040,1232829,3,Weekday,Cinema,Partner
1040,0111161,3,Weekday,Cinema,Partner
1040,0211915,4,Weekday,Cinema,Partner
1040,0319262,1,Weekend,Home,Family
1040,0114148,1,Weekend,Home,Family
1040,0319262,1,Weekday,Cinema,Partner
1040,0114148,1,Weekday,Cinema,Partner
1040,0319262,1,Weekday,Home,Partner
1040,0114148,1,Weekday,Home,Partner
1059,0114369,5,Weekend,Home,Alone
1059,0382625,4,Weekend,Home,Alone
1059,0993846,3,Weekend,Home,Alone
1059,0211915,2,Weekend,Home,Alone
1059,0169547,3,Weekend,Home,Alone
1059,0109830,3,Weekend,Home,Alone
1059,0114369,2,Weekend,Cinema,Family
1059,0382625,3,Weekend,Cinema,Family
1059,0993846,2,Weekend,Cinema,Family
1059,0211915,3,Weekend,Cinema,Family
1059,0169547,2,Weekend,Cinema,Family
1059,0109830,5,Weekend,Cinema,Family
1059,0114369,3,Weekday,Cinema,Partner
1059,0382625,3,Weekday,Cinema,Partner
1059,0993846,3,Weekday,Cinema,Partner
1059,0211915,5,Weekday,Cinema,Partner
1059,0169547,3,Weekday,Cinema,Partner
1059,0109830,4,Weekday,Cinema,Partner
1059,3793764,1,Weekday,Home,Alone
1059,1499658,1,Weekday,Home,Alone
1059,0232500,1,Weekday,Home,Alone
1059,0120338,1,Weekday,Home,Alone
1059,1099212,1,Weekday,Home,Alone
1059,3793764,1,Weekday,Cinema,Alone
1059,1499658,1,Weekday,Cinema,Alone
1059,0232500,1,Weekday,Cinema,Alone
1059,0120338,1,Weekday,Cinema,Alone
1059,1099212,1,Weekday,Cinema,Alone
1059,3793764,2,Weekday,Cinema,Partner
1059,1499658,1,Weekday,Cinema,Partner
1059,0232500,1,Weekday,Cinema,Partner
1059,0120338,2,Weekday,Cinema,Partner
1059,1099212,2,Weekday,Cinema,Partner
1061,1657301,5,Weekend,Cinema,Alone
1061,3793764,4,Weekend,Cinema,Alone
1061,0266543,3,Weekend,Cinema,Alone
1061,1478338,3,Weekend,Cinema,Alone
1061,1375666,5,Weekend,Cinema,Alone
1061,1657301,5,Weekday,Cinema,Family
1061,3793764,5,Weekday,Cinema,Family
1061,0266543,4,Weekday,Cinema,Family
1061,1478338,3,Weekday,Cinema,Family
1061,1375666,5,Weekday,Cinema,Family
1061,1657301,5,Weekend,Cinema,Family
1061,3793764,4,Weekend,Cinema,Family
1061,0266543,4,Weekend,Cinema,Family
1061,1478338,4,Weekend,Cinema,Family
1061,1375666,5,Weekend,Cinema,Family
1061,0268380,1,Weekend,Home,Alone
1061,0462538,1,Weekend,Home,Alone
1061,0268380,1,Weekday,Cinema,Alone
1061,0462538,1,Weekday,Cinema,Alone
1061,0268380,1,Weekend,Home,Family
1061,0462538,1,Weekend,Home,Family
1001,0266543,4,Weekend,Cinema,Family
1001,1453405,4,Weekend,Cinema,Family
1001,0462538,2,Weekend,Cinema,Family
1001,0378194,2,Weekend,Cinema,Family
1001,0111161,2,Weekend,Cinema,Family
1001,0211915,2,Weekend,Cinema,Family
1001,0088763,3,Weekend,Cinema,Family
1001,0133093,2,Weekend,Cinema,Family
1001,0266543,4,Weekend,Cinema,Partner
1001,1453405,4,Weekend,Cinema,Partner
1001,0462538,5,Weekend,Cinema,Partner
1001,0378194,4,Weekend,Cinema,Partner
1001,0111161,3,Weekend,Cinema,Partner
1001,0211915,3,Weekend,Cinema,Partner
1001,0088763,4,Weekend,Cinema,Partner
1001,0133093,3,Weekend,Cinema,Partner
1001,1232829,1,Weekend,Home,Alone
1001,0362165,1,Weekend,Home,Alone
1001,0405422,1,Weekend,Home,Alone
1001,1707386,1,Weekend,Home,Alone
1001,0120338,1,Weekend,Home,Alone
1001,1232829,1,Weekend,Cinema,Alone
1001,0362165,1,Weekend,Cinema,Alone
1001,0405422,1,Weekend,Cinema,Alone
1001,1707386,1,Weekend,Cinema,Alone
1001,0120338,1,Weekend,Cinema,Alone
1027,0181689,5,Weekday,Cinema,Family
1027,0120912,5,Weekday,Cinema,Family
1027,3767682,4,Weekday,Cinema,Family
1027,0211915,5,Weekday,Cinema,Family
1027,0133093,5,Weekday,Cinema,Family
1027,0181689,5,Weekend,Cinema,Family
1027,0120912,4,Weekend,Cinema,Family
1027,3767682,4,Weekend,Cinema,Family
1027,0211915,5,Weekend,Cinema,Family
1027,0133093,5,Weekend,Cinema,Family
1027,0181689,5,Weekend,Home,Partner
1027,0120912,4,Weekend,Home,Partner
1027,3767682,4,Weekend,Home,Partner
1027,0211915,5,Weekend,Home,Partner
1027,0133093,5,Weekend,Home,Partner
1027,0413267,1,Weekday,Home,Alone
1027,1232829,1,Weekday,Home,Alone
1027,0120338,1,Weekday,Home,Alone
1027,0413267,1,Weekend,Home,Family
1027,1232829,1,Weekend,Home,Family
1027,0120338,1,Weekend,Home,Family
1027,0413267,1,Weekday,Cinema,Family
1027,1232829,1,Weekday,Cinema,Family
1027,0120338,1,Weekday,Cinema,Family
1064,1657301,4,Weekend,Home,Alone
1064,3793764,4,Weekend,Home,Alone
1064,1291150,3,Weekend,Home,Alone
1064,1099212,3,Weekend,Home,Alone
1064,1657301,4,Weekend,Cinema,Alone
1064,3793764,5,Weekend,Cinema,Alone
1064,1291150,4,Weekend,Cinema,Alone
1064,1099212,4,Weekend,Cinema,Alone
1064,1657301,4,Weekday,Cinema,Family
1064,3793764,4,Weekday,Cinema,Family
1064,1291150,3,Weekday,Cinema,Family
1064,1099212,4,Weekday,Cinema,Family
1064,3254460,2,Weekday,Home,Family
1064,1707386,2,Weekday,Home,Family
1064,1133985,2,Weekday,Home,Family
1064,3254460,2,Weekend,Cinema,Family
1064,1707386,3,Weekend,Cinema,Family
1064,1133985,3,Weekend,Cinema,Family
1064,3254460,2,Weekend,Cinema,Partner
1064,1707386,3,Weekend,Cinema,Partner
1064,1133985,3,Weekend,Cinema,Partner
1038,0266543,3,Weekend,Home,Alone
1038,1453405,1,Weekend,Home,Alone
1038,3767682,2,Weekend,Home,Alone
1038,0343660,1,Weekend,Home,Alone
1038,1375666,4,Weekend,Home,Alone
1038,0266543,5,Weekday,Home,Family
1038,1453405,5,Weekday,Home,Family
1038,3767682,4,Weekday,Home,Family
1038,0343660,4,Weekday,Home,Family
1038,1375666,5,Weekday,Home,Family
1038,0266543,4,Weekday,Home,Partner
1038,1453405,4,Weekday,Home,Partner
1038,3767682,4,Weekday,Home,Partner
1038,0343660,4,Weekday,Home,Partner
1038,1375666,5,Weekday,Home,Partner
1038,2557490,2,Weekday,Home,Family
1038,1564367,2,Weekday,Home,Family
1038,1707386,2,Weekday,Home,Family
1038,4052394,3,Weekday,Home,Family
1038,1291150,3,Weekday,Home,Family
1038,1099212,1,Weekday,Home,Family
1038,2557490,2,Weekend,Home,Family
1038,1564367,2,Weekend,Home,Family
1038,1707386,1,Weekend,Home,Family
1038,4052394,3,Weekend,Home,Family
1038,1291150,3,Weekend,Home,Family
1038,1099212,1,Weekend,Home,Family
1038,2557490,1,Weekday,Cinema,Partner
1038,1564367,1,Weekday,Cinema,Partner
1038,1707386,1,Weekday,Cinema,Partner
1038,4052394,1,Weekday,Cinema,Partner
1038,1291150,1,Weekday,Cinema,Partner
1038,1099212,1,Weekday,Cinema,Partner
1084,0356910,4,Weekend,Cinema,Alone
1084,0800369,3,Weekend,Cinema,Alone
1084,1232829,3,Weekend,Cinema,Alone
1084,2557490,2,Weekend,Cinema,Alone
1084,0114369,4,Weekend,Cinema,Alone
1084,0293662,4,Weekend,Cinema,Alone
1084,0133093,4,Weekend,Cinema,Alone
1084,0356910,4,Weekday,Cinema,Family
1084,0800369,4,Weekday,Cinema,Family
1084,1232829,3,Weekday,Cinema,Family
1084,2557490,3,Weekday,Cinema,Family
1084,0114369,3,Weekday,Cinema,Family
1084,0293662,3,Weekday,Cinema,Family
1084,0133093,4,Weekday,Cinema,Family
1084,0356910,4,Weekend,Cinema,Family
1084,0800369,4,Weekend,Cinema,Family
1084,1232829,3,Weekend,Cinema,Family
1084,2557490,3,Weekend,Cinema,Family
1084,0114369,3,Weekend,Cinema,Family
1084,0293662,3,Weekend,Cinema,Family
1084,0133093,4,Weekend,Cinema,Family
1084,0213149,1,Weekday,Home,Alone
1084,0319262,1,Weekday,Home,Alone
1084,1099212,1,Weekday,Home,Alone
1084,0213149,1,Weekend,Home,Alone
1084,0319262,1,Weekend,Home,Alone
1084,1099212,1,Weekend,Home,Alone
1084,0213149,2,Weekend,Home,Partner
1084,0319262,2,Weekend,Home,Partner
1084,1099212,2,Weekend,Home,Partner
1114,3793764,3,Weekday,Home,Alone
1114,0944835,5,Weekday,Home,Alone
1114,0232500,3,Weekday,Home,Alone
1114,0388795,4,Weekday,Home,Alone
1114,1375666,5,Weekday,Home,Alone
1114,3793764,4,Weekend,Home,Family
1114,0944835,5,Weekend,Home,Family
1114,0232500,4,Weekend,Home,Family
1114,0388795,4,Weekend,Home,Family
1114,1375666,4,Weekend,Home,Family
1114,3793764,4,Weekday,Cinema,Partner
1114,0944835,5,Weekday,Cinema,Partner
1114,0232500,5,Weekday,Cinema,Partner
1114,0388795,3,Weekday,Cinema,Partner
1114,1375666,4,Weekday,Cinema,Partner
1114,0120912,2,Weekend,Home,Alone
1114,0268380,2,Weekend,Home,Alone
1114,0120912,4,Weekday,Cinema,Partner
1114,0268380,4,Weekday,Cinema,Partner
1114,0120912,2,Weekend,Home,Partner
1114,0268380,3,Weekend,Home,Partner
1065,1190080,5,Weekend,Cinema,Alone
1065,0454876,5,Weekend,Cinema,Alone
1065,1657301,5,Weekend,Cinema,Alone
1065,0800369,5,Weekend,Cinema,Alone
1065,0489099,5,Weekend,Cinema,Alone
1065,0133093,5,Weekend,Cinema,Alone
1065,1190080,3,Weekday,Cinema,Family
1065,0454876,3,Weekday,Cinema,Family
1065,1657301,3,Weekday,Cinema,Family
1065,0800369,3,Weekday,Cinema,Family
1065,0489099,4,Weekday,Cinema,Family
1065,0133093,4,Weekday,Cinema,Family
1065,1190080,5,Weekend,Cinema,Family
1065,0454876,5,Weekend,Cinema,Family
1065,1657301,5,Weekend,Cinema,Family
1065,0800369,5,Weekend,Cinema,Family
1065,0489099,3,Weekend,Cinema,Family
1065,0133093,3,Weekend,Cinema,Family
1065,0266543,1,Weekday,Cinema,Alone
1065,2574698,1,Weekday,Cinema,Alone
1065,0378194,1,Weekday,Cinema,Alone
1065,0266543,1,Weekend,Cinema,Partner
1065,2574698,1,Weekend,Cinema,Partner
1065,0378194,1,Weekend,Cinema,Partner
1065,0266543,1,Weekend,Home,Partner
1065,2574698,1,Weekend,Home,Partner
1065,0378194,1,Weekend,Home,Partner
1075,0181689,4,Weekday,Home,Alone
1075,1453405,4,Weekday,Home,Alone
1075,1232829,4,Weekday,Home,Alone
1075,0382625,4,Weekday,Home,Alone
1075,0120338,4,Weekday,Home,Alone
1075,1375666,5,Weekday,Home,Alone
1075,0181689,4,Weekend,Home,Alone
1075,1453405,4,Weekend,Home,Alone
1075,1232829,3,Weekend,Home,Alone
1075,0382625,4,Weekend,Home,Alone
1075,0120338,4,Weekend,Home,Alone
1075,1375666,5,Weekend,Home,Alone
1075,0181689,4,Weekday,Home,Family
1075,1453405,4,Weekday,Home,Family
1075,1232829,3,Weekday,Home,Family
1075,0382625,5,Weekday,Home,Family
1075,0120338,5,Weekday,Home,Family
1075,1375666,5,Weekday,Home,Family
1075,3637328,3,Weekend,Cinema,Alone
1075,0407304,3,Weekend,Cinema,Alone
1075,0114369,1,Weekend,Cinema,Alone
1075,3637328,1,Weekday,Home,Family
1075,0407304,3,Weekday,Home,Family
1075,0114369,1,Weekday,Home,Family
1075,3637328,1,Weekend,Home,Family
1075,0407304,1,Weekend,Home,Family
1075,0114369,1,Weekend,Home,Family
1035,1657301,5,Weekday,Cinema,Alone
1035,0114369,4,Weekday,Cinema,Alone
1035,0111161,5,Weekday,Cinema,Alone
1035,0169547,3,Weekday,Cinema,Alone
1035,1375666,5,Weekday,Cinema,Alone
1035,0133093,5,Weekday,Cinema,Alone
1035,1657301,5,Weekday,Cinema,Family
1035,0114369,3,Weekday,Cinema,Family
1035,0111161,5,Weekday,Cinema,Family
1035,0169547,3,Weekday,Cinema,Family
1035,1375666,5,Weekday,Cinema,Family
1035,0133093,5,Weekday,Cinema,Family
1035,1657301,4,Weekday,Home,Partner
1035,0114369,4,Weekday,Home,Partner
1035,0111161,4,Weekday,Home,Partner
1035,0169547,3,Weekday,Home,Partner
1035,1375666,4,Weekday,Home,Partner
1035,0133093,4,Weekday,Home,Partner
1035,3637328,2,Weekend,Cinema,Family
1035,0120338,2,Weekend,Cinema,Family
1035,3510098,2,Weekend,Cinema,Family
1035,3637328,2,Weekday,Cinema,Partner
1035,0120338,2,Weekday,Cinema,Partner
1035,3510098,2,Weekday,Cinema,Partner
1035,3637328,2,Weekend,Cinema,Partner
1035,0120338,2,Weekend,Cinema,Partner
1035,3510098,2,Weekend,Cinema,Partner
1002,3793764,3,Weekday,Home,Family
1002,0266543,5,Weekday,Home,Family
1002,0378194,3,Weekday,Home,Family
1002,0114369,3,Weekday,Home,Family
1002,0109830,4,Weekday,Home,Family
1002,0120338,4,Weekday,Home,Family
1002,0088763,5,Weekday,Home,Family
1002,0133093,4,Weekday,Home,Family
1002,3793764,3,Weekend,Home,Partner
1002,0266543,4,Weekend,Home,Partner
1002,0378194,4,Weekend,Home,Partner
1002,0114369,3,Weekend,Home,Partner
1002,0109830,5,Weekend,Home,Partner
1002,0120338,5,Weekend,Home,Partner
1002,0088763,4,Weekend,Home,Partner
1002,0133093,2,Weekend,Home,Partner
1002,2557490,3,Weekday,Home,Family
1002,0382625,3,Weekday,Home,Family
1002,0993846,2,Weekday,Home,Family
1002,0367594,5,Weekday,Home,Family
1002,2557490,3,Weekday,Home,Partner
1002,0382625,3,Weekday,Home,Partner
1002,0993846,1,Weekday,Home,Partner
1002,0367594,3,Weekday,Home,Partner
1014,0120912,5,Weekday,Home,Alone
